split,target_id,decoy_id,label,sample_id
train,T0613,BAKER-ROSETTASERVER_TS3,0,T0613/BAKER-ROSETTASERVER_TS3
train,T0538,Jiang_Assembly_TS1,0,T0538/Jiang_Assembly_TS1
train,T0301,karypis.srv.4_TS4,0,T0301/karypis.srv.4_TS4
train,T0146,T0146TS012_4,0,T0146/T0146TS012_4
train,T0186,T0186TS513_1,0,T0186/T0186TS513_1
train,T0427,PSI_TS4,0,T0427/PSI_TS4
train,T0664,FALCON-TOPO-X_TS2,0,T0664/FALCON-TOPO-X_TS2
train,T0183,T0183TS046_1,0,T0183/T0183TS046_1
train,T0710,3D-JIGSAW_V5-0_TS5,0,T0710/3D-JIGSAW_V5-0_TS5
train,T0472,Pcons_local_TS1,0,T0472/Pcons_local_TS1
train,T0703,MULTICOM-NOVEL_TS2,0,T0703/MULTICOM-NOVEL_TS2
train,T0570,gws_TS1,0,T0570/gws_TS1
train,T0465,MULTICOM-RANK_TS1,0,T0465/MULTICOM-RANK_TS1
train,T0466,Pcons_dot_net_TS1,0,T0466/Pcons_dot_net_TS1
train,T0738,Jiang_Server_TS3,0,T0738/Jiang_Server_TS3
train,T0373,SAM_T06_server_TS5,0,T0373/SAM_T06_server_TS5
train,T0732,MULTICOM-CONSTRUCT_TS3,0,T0732/MULTICOM-CONSTRUCT_TS3
train,T0600,FUGUE_KM_AL2,0,T0600/FUGUE_KM_AL2
train,T0318,Bilab-ENABLE_TS1,0,T0318/Bilab-ENABLE_TS1
train,T0682,RBO-MBS_TS5,0,T0682/RBO-MBS_TS5
train,T0553,RBO-PROTEUS_TS3,0,T0553/RBO-PROTEUS_TS3
train,T0140,T0140TS450_5,0,T0140/T0140TS450_5
train,T0673,RaptorX-Roll_TS2,0,T0673/RaptorX-Roll_TS2
train,T0733,BhageerathH_TS5,0,T0733/BhageerathH_TS5
train,T0162,T0162TS046_1,0,T0162/T0162TS046_1
train,T0661,FRESS_server_TS2,0,T0661/FRESS_server_TS2
train,T0189,T0189TS169_1,0,T0189/T0189TS169_1
train,T0681,Atome2_CBS_TS3,0,T0681/Atome2_CBS_TS3
train,T0581,Pcons_TS2,0,T0581/Pcons_TS2
train,T0607,Wolfson-serv_TS5,0,T0607/Wolfson-serv_TS5
train,T0466,MUFOLD-Server_TS3,0,T0466/MUFOLD-Server_TS3
train,T0698,TASSER-VMT_TS3,0,T0698/TASSER-VMT_TS3
train,T0430,MUSTER_TS1,0,T0430/MUSTER_TS1
train,T0685,AOBA-server_TS2,0,T0685/AOBA-server_TS2
train,T0193,T0193TS138_3,0,T0193/T0193TS138_3
train,T0621,Jiang_THREADER_TS4,0,T0621/Jiang_THREADER_TS4
train,T0582,FALCON-SWIFT_TS1,0,T0582/FALCON-SWIFT_TS1
train,T0315,LOOPP_TS2,0,T0315/LOOPP_TS2
train,T0606,prdos2_TS1,0,T0606/prdos2_TS1
train,T0334,FAMS_TS1,0,T0334/FAMS_TS1
train,T0665,NewSerf_TS1,0,T0665/NewSerf_TS1
train,T0521,Distill_TS2,0,T0521/Distill_TS2
train,T0530,PconsR_TS2,0,T0530/PconsR_TS2
train,T0635,ZHOU-SPARKS-X_TS5,0,T0635/ZHOU-SPARKS-X_TS5
train,T0667,chuo-repack-server_TS4,0,T0667/chuo-repack-server_TS4
train,T0591,MUSTER_TS4,0,T0591/MUSTER_TS4
train,T0197,T0197TS272_2_1,0,T0197/T0197TS272_2_1
train,T0418,LEE-SERVER_TS3,0,T0418/LEE-SERVER_TS3
train,T0281,T0281TS450_1,0,T0281/T0281TS450_1
train,T0622,ZHOU-SPARKS-X_TS5,0,T0622/ZHOU-SPARKS-X_TS5
train,T0726,BhageerathH_TS3,0,T0726/BhageerathH_TS3
train,T0736,MULTICOM-CLUSTER_TS5,0,T0736/MULTICOM-CLUSTER_TS5
train,T0340,karypis.srv.2_TS2,0,T0340/karypis.srv.2_TS2
train,T0265,T0265TS242_5,0,T0265/T0265TS242_5
train,T0515,panther_TS4,0,T0515/panther_TS4
train,T0561,chunk-TASSER_TS3,0,T0561/chunk-TASSER_TS3
train,T0192,T0192TS475_1,0,T0192/T0192TS475_1
train,T0349,3D-JIGSAW_TS4,0,T0349/3D-JIGSAW_TS4
train,T0415,MUFOLD-Server_TS1,0,T0415/MUFOLD-Server_TS1
train,T0456,schenk-torda-server_TS2,0,T0456/schenk-torda-server_TS2
train,T0423,MUFOLD-MD_TS1,0,T0423/MUFOLD-MD_TS1
train,T0567,FAMSD_TS1,0,T0567/FAMSD_TS1
train,T0146,T0146TS050_2,0,T0146/T0146TS050_2
train,T0419,Phyre2_TS3,0,T0419/Phyre2_TS3
train,T0591,FFAS03ss_TS2,0,T0591/FFAS03ss_TS2
train,T0162,T0162TS142_1,0,T0162/T0162TS142_1
train,T0423,Phragment_TS3,0,T0423/Phragment_TS3
train,T0366,FUGUE_AL4,0,T0366/FUGUE_AL4
train,T0138,T0138TS373_4,0,T0138/T0138TS373_4
train,T0458,MULTICOM-RANK_TS4,0,T0458/MULTICOM-RANK_TS4
train,T0262,T0262TS027_4_2,0,T0262/T0262TS027_4_2
train,T0295,nFOLD_TS5,0,T0295/nFOLD_TS5
train,T0492,COMA_TS1,0,T0492/COMA_TS1
train,T0498,MULTICOM-REFINE_TS4,0,T0498/MULTICOM-REFINE_TS4
train,T0752,chuo-fams-server_TS2,0,T0752/chuo-fams-server_TS2
train,T0582,ProQ_TS3,0,T0582/ProQ_TS3
train,T0743,MUFold_CRF_TS4,0,T0743/MUFold_CRF_TS4
train,T0637,YASARA_TS3,0,T0637/YASARA_TS3
train,T0396,Phyre2_TS5,0,T0396/Phyre2_TS5
train,T0242,T0242TS376_3,0,T0242/T0242TS376_3
train,T0322,SAM_T06_server_TS4,0,T0322/SAM_T06_server_TS4
train,T0673,QUARK_TS3,0,T0673/QUARK_TS3
train,T0418,Phyre_de_novo_TS4,0,T0418/Phyre_de_novo_TS4
train,T0419,Poing_TS4,0,T0419/Poing_TS4
train,T0404,mahmood-torda-server_TS2,0,T0404/mahmood-torda-server_TS2
train,T0594,PconsD_TS1,0,T0594/PconsD_TS1
train,T0543,pro-sp3-TASSER_TS5,0,T0543/pro-sp3-TASSER_TS5
train,T0267,T0267TS604_4,0,T0267/T0267TS604_4
train,T0589,IntFOLD-TS_TS1,0,T0589/IntFOLD-TS_TS1
train,T0414,RAPTOR_TS4,0,T0414/RAPTOR_TS4
train,T0706,MULTICOM-REFINE_TS5,0,T0706/MULTICOM-REFINE_TS5
train,T0617,ProQ_TS4,0,T0617/ProQ_TS4
train,T0224,T0224TS126_3,0,T0224/T0224TS126_3
train,T0589,FAMSD_TS1,0,T0589/FAMSD_TS1
train,T0332,SPARKS2_TS5,0,T0332/SPARKS2_TS5
train,T0619,Pcons_TS3,0,T0619/Pcons_TS3
train,T0491,Pcons_local_TS1,0,T0491/Pcons_local_TS1
train,T0568,Pcons_TS4,0,T0568/Pcons_TS4
train,T0474,T0474,1,T0474/T0474
train,T0584,LenServer_TS4,0,T0584/LenServer_TS4
train,T0130,T0130TS105_1,0,T0130/T0130TS105_1
train,T0240,T0240TS631_5,0,T0240/T0240TS631_5
train,T0338,SAM_T06_server_TS4,0,T0338/SAM_T06_server_TS4
train,T0188,T0188TS267_5,0,T0188/T0188TS267_5
train,T0623,Pcomb_TS1,0,T0623/Pcomb_TS1
train,T0216,T0216TS631_5,0,T0216/T0216TS631_5
train,T0165,T0165TS448_1,0,T0165/T0165TS448_1
train,T0486,Phyre_de_novo_TS1,0,T0486/Phyre_de_novo_TS1
train,T0430,FOLDpro_TS5,0,T0430/FOLDpro_TS5
train,T0582,STAT-PROTEUS_TS4,0,T0582/STAT-PROTEUS_TS4
train,T0176,T0176TS202_4,0,T0176/T0176TS202_4
train,T0750,RBO-i-MBS_TS2,0,T0750/RBO-i-MBS_TS2
train,T0321,SAM-T02_AL5,0,T0321/SAM-T02_AL5
train,T0431,circle_TS4,0,T0431/circle_TS4
train,T0625,FFAS03n_TS1,0,T0625/FFAS03n_TS1
train,T0162,T0162TS010_3,0,T0162/T0162TS010_3
train,T0399,pro-sp3-TASSER_TS4,0,T0399/pro-sp3-TASSER_TS4
train,T0244,T0244TS160_5,0,T0244/T0244TS160_5
train,T0640,Wolfson-serv_TS1,0,T0640/Wolfson-serv_TS1
train,T0179,T0179TS012_2,0,T0179/T0179TS012_2
train,T0710,panther_TS4,0,T0710/panther_TS4
train,T0404,pipe_int_TS1,0,T0404/pipe_int_TS1
train,T0408,ACOMPMOD_TS1,0,T0408/ACOMPMOD_TS1
train,T0606,Atome2_CBS_TS5,0,T0606/Atome2_CBS_TS5
train,T0747,RBO-i-MBS_TS5,0,T0747/RBO-i-MBS_TS5
train,T0383,Huber-Torda-Server_TS1,0,T0383/Huber-Torda-Server_TS1
train,T0505,BAKER-ROBETTA_TS1,0,T0505/BAKER-ROBETTA_TS1
train,T0676,PconsM_TS2,0,T0676/PconsM_TS2
train,T0589,3D-JIGSAW_V4-5_TS1,0,T0589/3D-JIGSAW_V4-5_TS1
train,T0232,T0232TS504_3,0,T0232/T0232TS504_3
train,T0418,MULTICOM-RANK_TS3,0,T0418/MULTICOM-RANK_TS3
train,T0549,Wolfson-serv_TS5,0,T0549/Wolfson-serv_TS5
train,T0304,POMYSL_TS1,0,T0304/POMYSL_TS1
train,T0347,FOLDpro_TS3,0,T0347/FOLDpro_TS3
train,T0534,Jiang_THREADER_TS3,0,T0534/Jiang_THREADER_TS3
train,T0214,T0214TS304_5,0,T0214/T0214TS304_5
train,T0284,ABIpro_TS5,0,T0284/ABIpro_TS5
train,T0498,OLGAFS_TS4,0,T0498/OLGAFS_TS4
train,T0553,MUFOLD-MD_TS5,0,T0553/MUFOLD-MD_TS5
train,T0358,RAPTOR-ACE_TS1,0,T0358/RAPTOR-ACE_TS1
train,T0547,RaptorX-Boost_TS2,0,T0547/RaptorX-Boost_TS2
train,T0693,RBO-MBS-BB_TS5,0,T0693/RBO-MBS-BB_TS5
train,T0607,Pcomb_TS4,0,T0607/Pcomb_TS4
train,T0141,T0141TS202_4,0,T0141/T0141TS202_4
train,T0621,ZHOU-SPARKS-X_TS4,0,T0621/ZHOU-SPARKS-X_TS4
train,T0619,GSmetaserver_TS2,0,T0619/GSmetaserver_TS2
train,T0492,3D-JIGSAW_AEP_TS5,0,T0492/3D-JIGSAW_AEP_TS5
train,T0138,T0138TS110_5,0,T0138/T0138TS110_5
train,T0545,MULTICOM-CLUSTER_TS3,0,T0545/MULTICOM-CLUSTER_TS3
train,T0357,karypis.srv_TS3,0,T0357/karypis.srv_TS3
train,T0498,FALCON_TS1,0,T0498/FALCON_TS1
train,T0509,Pcons_dot_net_TS5,0,T0509/Pcons_dot_net_TS5
train,T0503,Phragment_TS5,0,T0503/Phragment_TS5
train,T0281,T0281TS376_5,0,T0281/T0281TS376_5
train,T0437,BAKER-ROBETTA_TS1,0,T0437/BAKER-ROBETTA_TS1
train,T0712,MULTICOM-NOVEL_TS5,0,T0712/MULTICOM-NOVEL_TS5
train,T0246,T0246TS305_1,0,T0246/T0246TS305_1
train,T0537,Jiang_THREADER_TS5,0,T0537/Jiang_THREADER_TS5
train,T0703,GSmetaserver_TS5,0,T0703/GSmetaserver_TS5
train,T0459,Phragment_TS5,0,T0459/Phragment_TS5
train,T0318,3Dpro_TS5,0,T0318/3Dpro_TS5
train,T0635,MULTICOM-CLUSTER_TS3,0,T0635/MULTICOM-CLUSTER_TS3
train,T0474,MULTICOM-REFINE_TS1,0,T0474/MULTICOM-REFINE_TS1
train,T0353,Huber-Torda-Server_TS1,0,T0353/Huber-Torda-Server_TS1
train,T0542,pro-sp3-TASSER_TS1,0,T0542/pro-sp3-TASSER_TS1
train,T0758,BhageerathH_TS2,0,T0758/BhageerathH_TS2
train,T0357,GeneSilicoMetaServer_TS4,0,T0357/GeneSilicoMetaServer_TS4
train,T0296,Huber-Torda-Server_TS2,0,T0296/Huber-Torda-Server_TS2
train,T0242,T0242TS272_2_1,0,T0242/T0242TS272_2_1
train,T0636,PLATO_TS2,0,T0636/PLATO_TS2
train,T0688,3D-JIGSAW_V5-0_TS5,0,T0688/3D-JIGSAW_V5-0_TS5
train,T0149,T0149TS283_1,0,T0149/T0149TS283_1
train,T0745,slbio_TS2,0,T0745/slbio_TS2
train,T0650,TASSER-VMT_TS4,0,T0650/TASSER-VMT_TS4
train,T0421,MUFOLD-Server_TS1,0,T0421/MUFOLD-Server_TS1
train,T0520,Seok-server_TS4,0,T0520/Seok-server_TS4
train,T0726,FALCON-TOPO-X_TS2,0,T0726/FALCON-TOPO-X_TS2
train,T0622,PconsD_TS1,0,T0622/PconsD_TS1
train,T0364,3D-JIGSAW_RECOM_TS5,0,T0364/3D-JIGSAW_RECOM_TS5
train,T0138,T0138TS429_3,0,T0138/T0138TS429_3
train,T0578,RaptorX_TS2,0,T0578/RaptorX_TS2
train,T0470,MUProt_TS1,0,T0470/MUProt_TS1
train,T0664,Distill_TS2,0,T0664/Distill_TS2
train,T0704,AOBA-server_TS4,0,T0704/AOBA-server_TS4
train,T0338,FORTE1_AL4,0,T0338/FORTE1_AL4
train,T0154,T0154TS214_1,0,T0154/T0154TS214_1
train,T0306,RAPTORESS_TS5,0,T0306/RAPTORESS_TS5
train,T0607,pro-sp3-TASSER_TS5,0,T0607/pro-sp3-TASSER_TS5
train,T0672,TASSER-VMT_TS5,0,T0672/TASSER-VMT_TS5
train,T0575,MUSTER_TS5,0,T0575/MUSTER_TS5
train,T0290,GeneSilicoMetaServer_TS4,0,T0290/GeneSilicoMetaServer_TS4
train,T0560,MUSICS-2S_TS3,0,T0560/MUSICS-2S_TS3
train,T0172,T0172TS051_5_1,0,T0172/T0172TS051_5_1
train,T0704,TASSER-VMT_TS4,0,T0704/TASSER-VMT_TS4
train,T0376,PROTINFO_TS3,0,T0376/PROTINFO_TS3
train,T0440,ACOMPMOD_TS2,0,T0440/ACOMPMOD_TS2
train,T0149,T0149TS429_1,0,T0149/T0149TS429_1
train,T0599,ZHOU-SPARKS-X_TS4,0,T0599/ZHOU-SPARKS-X_TS4
train,T0265,T0265TS506_2,0,T0265/T0265TS506_2
train,T0564,gws_TS2,0,T0564/gws_TS2
train,T0408,COMA_TS1,0,T0408/COMA_TS1
train,T0282,T0282TS384_3,0,T0282/T0282TS384_3
train,T0269,T0269TS052_1,0,T0269/T0269TS052_1
train,T0361,RAPTORESS_TS5,0,T0361/RAPTORESS_TS5
train,T0536,MULTICOM-CONSTRUCT_TS2,0,T0536/MULTICOM-CONSTRUCT_TS2
train,T0363,3D-JIGSAW_RECOM_TS2,0,T0363/3D-JIGSAW_RECOM_TS2
train,T0326,FPSOLVER-SERVER_TS4,0,T0326/FPSOLVER-SERVER_TS4
train,T0573,gws_TS4,0,T0573/gws_TS4
train,T0671,RBO-MBS-BB_TS1,0,T0671/RBO-MBS-BB_TS1
train,T0563,ZHOU-SPARKS-X_TS2,0,T0563/ZHOU-SPARKS-X_TS2
train,T0456,Pcons_dot_net_TS1,0,T0456/Pcons_dot_net_TS1
train,T0531,PconsM_TS2,0,T0531/PconsM_TS2
train,T0752,FRESS_server_TS3,0,T0752/FRESS_server_TS3
train,T0361,FUNCTION_TS1,0,T0361/FUNCTION_TS1
train,T0592,SAM-T02-server_AL1,0,T0592/SAM-T02-server_AL1
train,T0510,MULTICOM-REFINE_TS2,0,T0510/MULTICOM-REFINE_TS2
train,T0398,fais-server_TS3,0,T0398/fais-server_TS3
train,T0474,huber-torda-server_TS1,0,T0474/huber-torda-server_TS1
train,T0661,SAM-T06-server_TS5,0,T0661/SAM-T06-server_TS5
train,T0362,SP4_TS3,0,T0362/SP4_TS3
train,T0358,Phyre-2_TS1,0,T0358/Phyre-2_TS1
train,T0414,SAM-T08-server_TS1,0,T0414/SAM-T08-server_TS1
train,T0149,T0149TS142_1,0,T0149/T0149TS142_1
train,T0585,FUGUE_KM_AL1,0,T0585/FUGUE_KM_AL1
train,T0428,ACOMPMOD_TS5,0,T0428/ACOMPMOD_TS5
train,T0515,FFAS03a_TS2,0,T0515/FFAS03a_TS2
train,T0585,MULTICOM-CONSTRUCT_TS2,0,T0585/MULTICOM-CONSTRUCT_TS2
train,T0602,ProQ2_TS1,0,T0602/ProQ2_TS1
train,T0303,3D-JIGSAW_POPULUS_TS4,0,T0303/3D-JIGSAW_POPULUS_TS4
train,T0359,SP3_TS2,0,T0359/SP3_TS2
train,T0425,FUGUE_KM_AL5,0,T0425/FUGUE_KM_AL5
train,T0712,Zhang-Server_TS2,0,T0712/Zhang-Server_TS2
train,T0662,SAM-T08-server_TS2,0,T0662/SAM-T08-server_TS2
train,T0557,SAM-T08-server_TS1,0,T0557/SAM-T08-server_TS1
train,T0530,Pcons_TS2,0,T0530/Pcons_TS2
train,T0567,RBO-PROTEUS_TS2,0,T0567/RBO-PROTEUS_TS2
train,T0376,karypis.srv_TS4,0,T0376/karypis.srv_TS4
train,T0586,chuo-fams_TS2,0,T0586/chuo-fams_TS2
train,T0663,RBO-i-MBS_TS2,0,T0663/RBO-i-MBS_TS2
train,T0249,T0249TS243_2,0,T0249/T0249TS243_2
train,T0408,PS2-server_TS2,0,T0408/PS2-server_TS2
train,T0681,Atome2_CBS_TS5,0,T0681/Atome2_CBS_TS5
train,T0146,T0146TS061_1,0,T0146/T0146TS061_1
train,T0217,T0217TS400_5,0,T0217/T0217TS400_5
train,T0429,MUFOLD-Server_TS3,0,T0429/MUFOLD-Server_TS3
train,T0696,RBO-MBS_TS4,0,T0696/RBO-MBS_TS4
train,T0443,MULTICOM-CLUSTER_TS5,0,T0443/MULTICOM-CLUSTER_TS5
train,T0465,GS-MetaServer2_TS3,0,T0465/GS-MetaServer2_TS3
train,T0288,FAMSD_TS3,0,T0288/FAMSD_TS3
train,T0504,FFASsuboptimal_TS2,0,T0504/FFASsuboptimal_TS2
train,T0506,huber-torda-server_TS4,0,T0506/huber-torda-server_TS4
train,T0594,FFAS03_TS3,0,T0594/FFAS03_TS3
train,T0353,FOLDpro_TS1,0,T0353/FOLDpro_TS1
train,T0571,Pcomb_TS2,0,T0571/Pcomb_TS2
train,T0363,Zhang-Server_TS4,0,T0363/Zhang-Server_TS4
train,T0399,SAM-T08-server_TS2,0,T0399/SAM-T08-server_TS2
train,T0153,T0153TS084_1,0,T0153/T0153TS084_1
train,T0383,Bilab-ENABLE_TS3,0,T0383/Bilab-ENABLE_TS3
train,T0565,MidwayFoldingServer_TS1,0,T0565/MidwayFoldingServer_TS1
train,T0137,T0137TS554_1,0,T0137/T0137TS554_1
train,T0710,MUFold_CRF_TS1,0,T0710/MUFold_CRF_TS1
train,T0296,GeneSilicoMetaServer_TS3,0,T0296/GeneSilicoMetaServer_TS3
train,T0179,T0179TS464_3,0,T0179/T0179TS464_3
train,T0665,chuo-fams-server_TS5,0,T0665/chuo-fams-server_TS5
train,T0435,MULTICOM-REFINE_TS3,0,T0435/MULTICOM-REFINE_TS3
train,T0592,Wolfson-serv_TS5,0,T0592/Wolfson-serv_TS5
train,T0373,Phyre-2_TS1,0,T0373/Phyre-2_TS1
train,T0496,SAM-T08-server_TS1,0,T0496/SAM-T08-server_TS1
train,T0471,keasar-server_TS5,0,T0471/keasar-server_TS5
train,T0372,FAMS_TS5,0,T0372/FAMS_TS5
train,T0534,ProQ2_TS5,0,T0534/ProQ2_TS5
train,T0710,RBO-i-MBS_TS3,0,T0710/RBO-i-MBS_TS3
train,T0637,BioSerf_TS1,0,T0637/BioSerf_TS1
train,T0395,PSI_TS3,0,T0395/PSI_TS3
train,T0735,MULTICOM-CLUSTER_TS1,0,T0735/MULTICOM-CLUSTER_TS1
train,T0584,FFAS03n_TS2,0,T0584/FFAS03n_TS2
train,T0174,T0174TS214_2,0,T0174/T0174TS214_2
train,T0480,Pcons_dot_net_TS1,0,T0480/Pcons_dot_net_TS1
train,T0584,Zhang-Server_TS1,0,T0584/Zhang-Server_TS1
train,T0527,ProfileCRF_TS2,0,T0527/ProfileCRF_TS2
train,T0133,T0133TS046_5,0,T0133/T0133TS046_5
train,T0223,T0223TS166_4,0,T0223/T0223TS166_4
train,T0345,FUGMOD_TS2,0,T0345/FUGMOD_TS2
train,T0525,GSmetaserver_TS3,0,T0525/GSmetaserver_TS3
train,T0235,RT0235TS009_3,0,T0235/RT0235TS009_3
train,T0518,MULTICOM-CLUSTER_TS3,0,T0518/MULTICOM-CLUSTER_TS3
train,T0744,HOMER_TS1,0,T0744/HOMER_TS1
train,T0687,IntFOLD_TS1,0,T0687/IntFOLD_TS1
train,T0696,BhageerathH_TS1,0,T0696/BhageerathH_TS1
train,T0196,T0196TS213_1,0,T0196/T0196TS213_1
train,T0645,YASARA_TS4,0,T0645/YASARA_TS4
train,T0214,T0214TS352_2,0,T0214/T0214TS352_2
train,T0263,T0263TS009_5,0,T0263/T0263TS009_5
train,T0623,IntFOLD-TS_TS5,0,T0623/IntFOLD-TS_TS5
train,T0593,PconsR_TS3,0,T0593/PconsR_TS3
train,T0597,FFAS03a_TS3,0,T0597/FFAS03a_TS3
train,T0602,MUFOLD-Server_TS2,0,T0602/MUFOLD-Server_TS2
train,T0418,MULTICOM-RANK_TS2,0,T0418/MULTICOM-RANK_TS2
train,T0201,T0201TS009_3,0,T0201/T0201TS009_3
train,T0456,FFASsuboptimal_TS3,0,T0456/FFASsuboptimal_TS3
train,T0663,chuo-fams-server_TS3,0,T0663/chuo-fams-server_TS3
train,T0440,FFASsuboptimal_TS3,0,T0440/FFASsuboptimal_TS3
train,T0638,PconsM_TS3,0,T0638/PconsM_TS3
train,T0706,chunk-TASSER_TS1,0,T0706/chunk-TASSER_TS1
train,T0732,MATRIX_TS1,0,T0732/MATRIX_TS1
train,T0270,T0270TS561_4,0,T0270/T0270TS561_4
train,T0435,RBO-Proteus_TS2,0,T0435/RBO-Proteus_TS2
train,T0389,MULTICOM-CLUSTER_TS2,0,T0389/MULTICOM-CLUSTER_TS2
train,T0238,T0238TS049_1,0,T0238/T0238TS049_1
train,T0200,T0200TS051_1,0,T0200/T0200TS051_1
train,T0273,T0273TS042_2,0,T0273/T0273TS042_2
train,T0389,PS2-server_TS5,0,T0389/PS2-server_TS5
train,T0709,MUFold_CRF_TS3,0,T0709/MUFold_CRF_TS3
train,T0288,UNI-EID_bnmx_TS4,0,T0288/UNI-EID_bnmx_TS4
train,T0425,circle_TS1,0,T0425/circle_TS1
train,T0233,T0233TS344_1,0,T0233/T0233TS344_1
train,T0478,RAPTOR_TS4,0,T0478/RAPTOR_TS4
train,T0518,RaptorX-Boost_TS4,0,T0518/RaptorX-Boost_TS4
train,T0136,T0136TS271_1,0,T0136/T0136TS271_1
train,T0732,IntFOLD2_TS3,0,T0732/IntFOLD2_TS3
train,T0284,Pcons6_TS5,0,T0284/Pcons6_TS5
train,T0206,T0206TS031_1_2,0,T0206/T0206TS031_1_2
train,T0197,T0197TS094_3,0,T0197/T0197TS094_3
train,T0270,T0270TS186_3,0,T0270/T0270TS186_3
train,T0288,SAM_T06_server_TS3,0,T0288/SAM_T06_server_TS3
train,T0708,PconsD_TS1,0,T0708/PconsD_TS1
train,T0238,T0238TS027_3,0,T0238/T0238TS027_3
train,T0568,gws_TS2,0,T0568/gws_TS2
train,T0410,FFASstandard_TS1,0,T0410/FFASstandard_TS1
train,T0490,Zhang-Server_TS5,0,T0490/Zhang-Server_TS5
train,T0230,T0230TS094_4,0,T0230/T0230TS094_4
train,T0351,SAM-T02_AL5,0,T0351/SAM-T02_AL5
train,T0537,T0537,1,T0537/T0537
train,T0517,FAMSD_TS1,0,T0517/FAMSD_TS1
train,T0621,GSmetaserver_TS4,0,T0621/GSmetaserver_TS4
train,T0223,T0223TS475_1_2,0,T0223/T0223TS475_1_2
train,T0518,YASARA_TS2,0,T0518/YASARA_TS2
train,T0205,T0205TS272_5,0,T0205/T0205TS272_5
train,T0702,SAM-T06-server_TS2,0,T0702/SAM-T06-server_TS2
train,T0376,Bilab-ENABLE_TS5,0,T0376/Bilab-ENABLE_TS5
train,T0437,circle_TS2,0,T0437/circle_TS2
train,T0267,T0267TS114_4,0,T0267/T0267TS114_4
train,T0314,PROTINFO-AB_TS5,0,T0314/PROTINFO-AB_TS5
train,T0273,T0273TS519_1,0,T0273/T0273TS519_1
train,T0669,FALCON-TOPO_TS1,0,T0669/FALCON-TOPO_TS1
train,T0708,Distill_roll_TS2,0,T0708/Distill_roll_TS2
train,T0213,T0213TS186_5,0,T0213/T0213TS186_5
train,T0415,GeneSilicoMetaServer_TS1,0,T0415/GeneSilicoMetaServer_TS1
train,T0691,RBO-i-MBS-BB_TS4,0,T0691/RBO-i-MBS-BB_TS4
train,T0612,BioSerf_TS1,0,T0612/BioSerf_TS1
train,T0318,FORTE2_AL2,0,T0318/FORTE2_AL2
train,T0353,FOLDpro_TS4,0,T0353/FOLDpro_TS4
train,T0543,BioSerf_TS1,0,T0543/BioSerf_TS1
train,T0430,RAPTOR_TS4,0,T0430/RAPTOR_TS4
train,T0297,SAM-T99_AL4,0,T0297/SAM-T99_AL4
train,T0686,MULTICOM-CLUSTER_TS4,0,T0686/MULTICOM-CLUSTER_TS4
train,T0704,slbio_TS4,0,T0704/slbio_TS4
train,T0414,GS-MetaServer2_TS2,0,T0414/GS-MetaServer2_TS2
train,T0301,Zhang-Server_TS2,0,T0301/Zhang-Server_TS2
train,T0737,TASSER-VMT_TS3,0,T0737/TASSER-VMT_TS3
train,T0503,3Dpro_TS4,0,T0503/3Dpro_TS4
