target_id,decoy_id,tm,gdt_ts,gdt_ha,rmsd,split,label,sample_id
T0429,COMA_TS5,0.3296,0.2804,0.1518,9.886000000000001,val,0,T0429/COMA_TS5
T0429,CpHModels_TS1,0.2714,0.2571,0.2,8.154,val,0,T0429/CpHModels_TS1
T0429,Distill_TS1,0.195,0.1357,0.0714,15.932,val,0,T0429/Distill_TS1
T0429,Distill_TS2,0.2033,0.1429,0.0714,14.7,val,0,T0429/Distill_TS2
T0429,Distill_TS3,0.1961,0.1429,0.0696,16.563,val,0,T0429/Distill_TS3
T0429,Distill_TS4,0.17600000000000002,0.1411,0.0696,17.567,val,0,T0429/Distill_TS4
T0429,Distill_TS5,0.1788,0.1321,0.0679,18.374000000000002,val,0,T0429/Distill_TS5
T0429,FALCON_CONSENSUS_TS1,0.3577,0.3304,0.2321,15.421,val,0,T0429/FALCON_CONSENSUS_TS1
T0819,myprotein-me_TS4,0.8345,0.5933,0.3624,4.147,train,1,T0819/myprotein-me_TS4
T0429,FALCON_CONSENSUS_TS2,0.2209,0.1964,0.1375,19.815,val,0,T0429/FALCON_CONSENSUS_TS2
T0429,FALCON_CONSENSUS_TS3,0.2221,0.1929,0.1375,20.266,val,0,T0429/FALCON_CONSENSUS_TS3
T0429,FALCON_CONSENSUS_TS4,0.2495,0.225,0.1464,14.623,val,0,T0429/FALCON_CONSENSUS_TS4
T0429,FALCON_CONSENSUS_TS5,0.4293,0.3732,0.25,14.952,val,0,T0429/FALCON_CONSENSUS_TS5
T0429,FALCON_TS1,0.3577,0.3304,0.2321,15.421,val,0,T0429/FALCON_TS1
T0429,FALCON_TS2,0.2209,0.1964,0.1375,19.815,val,0,T0429/FALCON_TS2
T0429,FALCON_TS3,0.2156,0.2125,0.1429,15.26,val,0,T0429/FALCON_TS3
T0429,FALCON_TS4,0.2495,0.225,0.1464,14.623,val,0,T0429/FALCON_TS4
T0429,FALCON_TS5,0.2093,0.2,0.1393,18.209,val,0,T0429/FALCON_TS5
T0429,FAMSD_TS1,0.2753,0.2286,0.1429,17.989,val,0,T0429/FAMSD_TS1
T0819,myprotein-me_TS5,0.8844,0.7364,0.5238,4.26,train,1,T0819/myprotein-me_TS5
T0429,FAMSD_TS2,0.163,0.125,0.0696,17.134,val,0,T0429/FAMSD_TS2
T0429,FAMSD_TS3,0.1656,0.1321,0.075,19.453,val,0,T0429/FAMSD_TS3
T0429,FAMSD_TS4,0.2232,0.1804,0.1018,17.342,val,0,T0429/FAMSD_TS4
T0429,FAMSD_TS5,0.1553,0.1268,0.0679,17.229,val,0,T0429/FAMSD_TS5
T0429,FEIG_TS1,0.1727,0.1232,0.0732,16.309,val,0,T0429/FEIG_TS1
T0429,FEIG_TS2,0.2446,0.1875,0.1179,15.595999999999998,val,0,T0429/FEIG_TS2
T0429,FEIG_TS3,0.2444,0.2018,0.125,18.886,val,0,T0429/FEIG_TS3
T0429,FEIG_TS4,0.2415,0.1982,0.1143,18.685,val,0,T0429/FEIG_TS4
T0429,FEIG_TS5,0.1762,0.1571,0.1018,17.598,val,0,T0429/FEIG_TS5
T0429,FFASflextemplate_TS1,0.2031,0.1893,0.1357,18.312,val,0,T0429/FFASflextemplate_TS1
T0764,MULTICOM-CONSTRUCT_TS4,0.8531,0.743,0.5670000000000001,5.132999999999999,train,1,T0764/MULTICOM-CONSTRUCT_TS4
T0819,nns_TS1,0.9073,0.7909,0.5933,2.945,train,1,T0819/nns_TS1
T0429,FFASflextemplate_TS2,0.2139,0.2071,0.1554,17.557000000000002,val,0,T0429/FFASflextemplate_TS2
T0429,FFASstandard_TS1,0.2031,0.1893,0.1357,18.312,val,0,T0429/FFASstandard_TS1
T0429,FFASstandard_TS2,0.2139,0.2071,0.1554,17.557000000000002,val,0,T0429/FFASstandard_TS2
T0429,FFASsuboptimal_TS1,0.221,0.2054,0.1518,19.875999999999998,val,0,T0429/FFASsuboptimal_TS1
T0429,FFASsuboptimal_TS2,0.2187,0.1982,0.1393,20.131,val,0,T0429/FFASsuboptimal_TS2
T0429,FFASsuboptimal_TS3,0.1878,0.1732,0.1304,21.416999999999998,val,0,T0429/FFASsuboptimal_TS3
T0429,FFASsuboptimal_TS4,0.2166,0.2036,0.15,22.147,val,0,T0429/FFASsuboptimal_TS4
T0429,FFASsuboptimal_TS5,0.2217,0.2071,0.15,20.691999999999997,val,0,T0429/FFASsuboptimal_TS5
T0429,FOLDpro_TS1,0.1261,0.0964,0.0607,24.644000000000002,val,0,T0429/FOLDpro_TS1
T0429,FOLDpro_TS2,0.1657,0.1161,0.0661,22.316999999999997,val,0,T0429/FOLDpro_TS2
T0819,nns_TS2,0.9084,0.7847,0.5865,2.8169999999999997,train,1,T0819/nns_TS2
T0429,FOLDpro_TS3,0.1623,0.1143,0.0696,18.278,val,0,T0429/FOLDpro_TS3
T0429,FOLDpro_TS4,0.1393,0.1054,0.0661,25.133000000000003,val,0,T0429/FOLDpro_TS4
T0429,FOLDpro_TS5,0.1117,0.0893,0.0607,24.848000000000003,val,0,T0429/FOLDpro_TS5
T0429,FUGUE_KM_AL1,0.0969,0.0946,0.0607,12.043,val,0,T0429/FUGUE_KM_AL1
T0429,FUGUE_KM_AL2,0.1986,0.1946,0.1554,5.18,val,0,T0429/FUGUE_KM_AL2
T0429,FUGUE_KM_AL3,0.0876,0.075,0.0464,10.897,val,0,T0429/FUGUE_KM_AL3
T0429,FUGUE_KM_AL4,0.1718,0.1304,0.0839,17.291,val,0,T0429/FUGUE_KM_AL4
T0429,FUGUE_KM_AL5,0.1404,0.1125,0.0696,17.023,val,0,T0429/FUGUE_KM_AL5
T0429,Frankenstein_TS1,0.3415,0.3214,0.2304,71.321,val,0,T0429/Frankenstein_TS1
T0429,Frankenstein_TS2,0.33299999999999996,0.3179,0.2357,74.63,val,0,T0429/Frankenstein_TS2
T0819,nns_TS3,0.9027,0.7841,0.5920000000000001,3.634,train,1,T0819/nns_TS3
T0429,Frankenstein_TS3,0.3483,0.3196,0.2393,72.945,val,0,T0429/Frankenstein_TS3
T0429,Frankenstein_TS4,0.1631,0.1214,0.0696,16.822,val,0,T0429/Frankenstein_TS4
T0429,Frankenstein_TS5,0.1773,0.1179,0.0661,17.48,val,0,T0429/Frankenstein_TS5
T0429,GS-KudlatyPred_TS1,0.2216,0.1786,0.1036,17.195,val,0,T0429/GS-KudlatyPred_TS1
T0429,GS-KudlatyPred_TS2,0.15,0.1232,0.075,18.746,val,0,T0429/GS-KudlatyPred_TS2
T0429,GS-KudlatyPred_TS3,0.1699,0.1429,0.0964,15.787,val,0,T0429/GS-KudlatyPred_TS3
T0429,GS-KudlatyPred_TS4,0.2097,0.1911,0.1375,18.211,val,0,T0429/GS-KudlatyPred_TS4
T0429,GS-KudlatyPred_TS5,0.4306,0.3768,0.2268,6.585,val,0,T0429/GS-KudlatyPred_TS5
T0429,GS-MetaServer2_TS1,0.2154,0.1964,0.1536,21.566999999999997,val,0,T0429/GS-MetaServer2_TS1
T0429,GS-MetaServer2_TS2,0.2002,0.1964,0.1589,5.968,val,0,T0429/GS-MetaServer2_TS2
T0819,nns_TS4,0.9197,0.8038,0.6056,2.905,train,1,T0819/nns_TS4
T0429,GS-MetaServer2_TS3,0.3849,0.3,0.1643,11.083,val,0,T0429/GS-MetaServer2_TS3
T0429,GS-MetaServer2_TS4,0.3124,0.2786,0.1929,3.403,val,0,T0429/GS-MetaServer2_TS4
T0429,GS-MetaServer2_TS5,0.3325,0.3161,0.2429,2.705,val,0,T0429/GS-MetaServer2_TS5
T0429,GeneSilicoMetaServer_TS1,0.2154,0.1964,0.1536,21.566999999999997,val,0,T0429/GeneSilicoMetaServer_TS1
T0429,GeneSilicoMetaServer_TS2,0.2002,0.1964,0.1589,5.968,val,0,T0429/GeneSilicoMetaServer_TS2
T0429,GeneSilicoMetaServer_TS3,0.3849,0.3,0.1643,11.083,val,0,T0429/GeneSilicoMetaServer_TS3
T0429,GeneSilicoMetaServer_TS4,0.3124,0.2786,0.1929,3.403,val,0,T0429/GeneSilicoMetaServer_TS4
T0429,GeneSilicoMetaServer_TS5,0.3325,0.3161,0.2429,2.705,val,0,T0429/GeneSilicoMetaServer_TS5
T0429,HHpred2_TS1,0.2221,0.2071,0.1554,18.843,val,0,T0429/HHpred2_TS1
T0429,HHpred4_TS1,0.1702,0.1071,0.0643,18.474,val,0,T0429/HHpred4_TS1
T0819,nns_TS5,0.9117,0.7868,0.5886,2.9219999999999997,train,1,T0819/nns_TS5
T0429,HHpred5_TS1,0.1685,0.1232,0.0696,15.243,val,0,T0429/HHpred5_TS1
T0429,LOOPP_Server_TS1,0.1934,0.1536,0.0946,12.875,val,0,T0429/LOOPP_Server_TS1
T0429,LOOPP_Server_TS2,0.1749,0.1339,0.0768,19.472,val,0,T0429/LOOPP_Server_TS2
T0429,LOOPP_Server_TS3,0.1601,0.1232,0.0696,17.340999999999998,val,0,T0429/LOOPP_Server_TS3
T0429,LOOPP_Server_TS4,0.1693,0.1339,0.0768,15.663,val,0,T0429/LOOPP_Server_TS4
T0429,LOOPP_Server_TS5,0.187,0.1339,0.0714,18.555999999999997,val,0,T0429/LOOPP_Server_TS5
T0429,METATASSER_TS1,0.2014,0.1679,0.0982,16.066,val,0,T0429/METATASSER_TS1
T0429,METATASSER_TS2,0.2442,0.1982,0.1125,13.911,val,0,T0429/METATASSER_TS2
T0429,METATASSER_TS3,0.233,0.1839,0.0982,13.623,val,0,T0429/METATASSER_TS3
T0429,METATASSER_TS4,0.2101,0.1536,0.0804,14.841,val,0,T0429/METATASSER_TS4
T0819,raghavagps-tsppred_TS1,0.919,0.8174,0.624,3.2239999999999998,train,1,T0819/raghavagps-tsppred_TS1
T0429,METATASSER_TS5,0.2054,0.1589,0.0875,14.847999999999999,val,0,T0429/METATASSER_TS5
T0429,MUFOLD-MD_TS1,0.174,0.1375,0.0911,18.725,val,0,T0429/MUFOLD-MD_TS1
T0429,MUFOLD-MD_TS2,0.1646,0.1286,0.0804,20.335,val,0,T0429/MUFOLD-MD_TS2
T0429,MUFOLD-MD_TS3,0.192,0.1589,0.0982,17.025,val,0,T0429/MUFOLD-MD_TS3
T0429,MUFOLD-MD_TS4,0.1841,0.1482,0.0857,18.141,val,0,T0429/MUFOLD-MD_TS4
T0429,MUFOLD-MD_TS5,0.1855,0.1482,0.0929,17.476,val,0,T0429/MUFOLD-MD_TS5
T0429,MUFOLD-Server_TS1,0.1907,0.1518,0.0768,16.632,val,0,T0429/MUFOLD-Server_TS1
T0429,MUFOLD-Server_TS2,0.1769,0.15,0.1054,19.521,val,0,T0429/MUFOLD-Server_TS2
T0429,MUFOLD-Server_TS3,0.1595,0.1161,0.0732,19.881,val,0,T0429/MUFOLD-Server_TS3
T0429,MUFOLD-Server_TS4,0.1769,0.15,0.1054,19.519000000000002,val,0,T0429/MUFOLD-Server_TS4
T0819,raghavagps-tsppred_TS2,0.1597,0.0661,0.0341,25.956,train,0,T0819/raghavagps-tsppred_TS2
T0429,MUFOLD-Server_TS5,0.1603,0.1161,0.0732,19.83,val,0,T0429/MUFOLD-Server_TS5
T0429,MULTICOM-CLUSTER_TS1,0.2146,0.1482,0.0839,17.379,val,0,T0429/MULTICOM-CLUSTER_TS1
T0429,MULTICOM-CLUSTER_TS2,0.2129,0.1536,0.0875,17.375999999999998,val,0,T0429/MULTICOM-CLUSTER_TS2
T0429,MULTICOM-CLUSTER_TS3,0.2351,0.1696,0.1018,17.599,val,0,T0429/MULTICOM-CLUSTER_TS3
T0429,MULTICOM-CLUSTER_TS4,0.2122,0.1536,0.0875,17.482,val,0,T0429/MULTICOM-CLUSTER_TS4
T0429,MULTICOM-CLUSTER_TS5,0.1505,0.1071,0.0679,17.727999999999998,val,0,T0429/MULTICOM-CLUSTER_TS5
T0429,MULTICOM-CMFR_TS1,0.2107,0.1482,0.0839,16.584,val,0,T0429/MULTICOM-CMFR_TS1
T0429,MULTICOM-CMFR_TS2,0.2093,0.1518,0.0839,17.473,val,0,T0429/MULTICOM-CMFR_TS2
T0429,MULTICOM-CMFR_TS3,0.1928,0.1304,0.0714,17.472,val,0,T0429/MULTICOM-CMFR_TS3
T0429,MULTICOM-CMFR_TS4,0.1519,0.1054,0.0571,20.359,val,0,T0429/MULTICOM-CMFR_TS4
T0819,raghavagps-tsppred_TS3,0.9108,0.8065,0.6151,5.412999999999999,train,1,T0819/raghavagps-tsppred_TS3
T0429,MULTICOM-CMFR_TS5,0.2156,0.1482,0.0804,17.355999999999998,val,0,T0429/MULTICOM-CMFR_TS5
T0429,MULTICOM-RANK_TS1,0.2141,0.15,0.0857,17.382,val,0,T0429/MULTICOM-RANK_TS1
T0429,MULTICOM-RANK_TS2,0.2121,0.1518,0.0857,17.387,val,0,T0429/MULTICOM-RANK_TS2
T0429,MULTICOM-RANK_TS3,0.2342,0.1696,0.1,17.612000000000002,val,0,T0429/MULTICOM-RANK_TS3
T0429,MULTICOM-RANK_TS4,0.2119,0.1518,0.0857,17.509,val,0,T0429/MULTICOM-RANK_TS4
T0429,MULTICOM-RANK_TS5,0.1508,0.1071,0.0679,17.738,val,0,T0429/MULTICOM-RANK_TS5
T0429,MULTICOM-REFINE_TS1,0.2113,0.15,0.0839,17.413,val,0,T0429/MULTICOM-REFINE_TS1
T0429,MULTICOM-REFINE_TS2,0.2111,0.1464,0.0839,16.925,val,0,T0429/MULTICOM-REFINE_TS2
T0429,MULTICOM-REFINE_TS3,0.2377,0.1732,0.1036,17.612000000000002,val,0,T0429/MULTICOM-REFINE_TS3
T0429,MULTICOM-REFINE_TS4,0.2118,0.15,0.0821,17.429000000000002,val,0,T0429/MULTICOM-REFINE_TS4
T0819,raghavagps-tsppred_TS4,0.9271,0.8256,0.6294,2.727,train,1,T0819/raghavagps-tsppred_TS4
T0429,MULTICOM-REFINE_TS5,0.2134,0.1536,0.0875,17.426,val,0,T0429/MULTICOM-REFINE_TS5
T0429,MUProt_TS1,0.2127,0.1554,0.0875,17.39,val,0,T0429/MUProt_TS1
T0429,MUProt_TS2,0.2135,0.1536,0.0875,17.389,val,0,T0429/MUProt_TS2
T0429,MUProt_TS3,0.1953,0.1357,0.0732,17.459,val,0,T0429/MUProt_TS3
T0429,MUProt_TS4,0.2125,0.1536,0.0875,17.384,val,0,T0429/MUProt_TS4
T0429,MUProt_TS5,0.1929,0.1357,0.0732,17.449,val,0,T0429/MUProt_TS5
T0429,MUSTER_TS1,0.3574,0.3071,0.2018,12.085999999999999,val,0,T0429/MUSTER_TS1
T0429,MUSTER_TS2,0.2069,0.1536,0.0857,19.924,val,0,T0429/MUSTER_TS2
T0429,MUSTER_TS3,0.174,0.1446,0.0946,15.485,val,0,T0429/MUSTER_TS3
T0429,MUSTER_TS4,0.1819,0.1429,0.0857,18.278,val,0,T0429/MUSTER_TS4
T0819,raghavagps-tsppred_TS5,0.1224,0.0688,0.0477,35.887,train,0,T0819/raghavagps-tsppred_TS5
T0429,MUSTER_TS5,0.1655,0.1232,0.075,16.125999999999998,val,0,T0429/MUSTER_TS5
T0429,OLGAFS_TS1,0.1226,0.1018,0.0625,18.528,val,0,T0429/OLGAFS_TS1
T0429,OLGAFS_TS2,0.0996,0.0821,0.0482,11.947000000000001,val,0,T0429/OLGAFS_TS2
T0429,OLGAFS_TS3,0.1225,0.1,0.0625,18.704,val,0,T0429/OLGAFS_TS3
T0429,OLGAFS_TS4,0.1022,0.0857,0.05,11.779000000000002,val,0,T0429/OLGAFS_TS4
T0429,OLGAFS_TS5,0.1036,0.0946,0.0589,17.447,val,0,T0429/OLGAFS_TS5
T0429,PS2-server_TS1,0.1967,0.1518,0.1018,18.109,val,0,T0429/PS2-server_TS1
T0429,PS2-server_TS2,0.1583,0.125,0.0821,17.391,val,0,T0429/PS2-server_TS2
T0429,PS2-server_TS3,0.145,0.1268,0.0714,17.747,val,0,T0429/PS2-server_TS3
T0429,PS2-server_TS4,0.1937,0.1286,0.0714,14.855,val,0,T0429/PS2-server_TS4
T0764,MULTICOM-CONSTRUCT_TS5,0.8549,0.743,0.5717,4.681,train,1,T0764/MULTICOM-CONSTRUCT_TS5
T0819,slbio_TS1,0.8689,0.6921,0.4871,4.104,train,1,T0819/slbio_TS1
T0429,PS2-server_TS5,0.1932,0.1554,0.0839,18.283,val,0,T0429/PS2-server_TS5
T0429,PSI_TS1,0.1834,0.1482,0.0946,19.147000000000002,val,0,T0429/PSI_TS1
T0429,PSI_TS2,0.1757,0.1571,0.1018,21.269000000000002,val,0,T0429/PSI_TS2
T0429,PSI_TS3,0.1654,0.1518,0.0946,20.29,val,0,T0429/PSI_TS3
T0429,PSI_TS4,0.1782,0.1571,0.0946,19.594,val,0,T0429/PSI_TS4
T0429,PSI_TS5,0.1916,0.1589,0.1018,18.996,val,0,T0429/PSI_TS5
T0429,Pcons_dot_net_TS1,0.1659,0.1179,0.0679,16.575,val,0,T0429/Pcons_dot_net_TS1
T0429,Pcons_dot_net_TS2,0.1984,0.175,0.1321,19.618,val,0,T0429/Pcons_dot_net_TS2
T0429,Pcons_dot_net_TS3,0.1719,0.1161,0.0679,16.707,val,0,T0429/Pcons_dot_net_TS3
T0429,Pcons_dot_net_TS4,0.1744,0.1321,0.0679,14.968,val,0,T0429/Pcons_dot_net_TS4
T0819,slbio_TS2,0.8802,0.6928,0.4714,3.1519999999999997,train,1,T0819/slbio_TS2
T0429,Pcons_dot_net_TS5,0.3482,0.3214,0.2464,2.272,val,0,T0429/Pcons_dot_net_TS5
T0429,Pcons_local_TS1,0.2836,0.2536,0.1696,10.488,val,0,T0429/Pcons_local_TS1
T0429,Pcons_local_TS2,0.2786,0.2446,0.1571,10.163,val,0,T0429/Pcons_local_TS2
T0429,Pcons_local_TS3,0.2786,0.2446,0.1571,10.163,val,0,T0429/Pcons_local_TS3
T0429,Pcons_local_TS4,0.3304,0.3161,0.2429,2.595,val,0,T0429/Pcons_local_TS4
T0429,Pcons_local_TS5,0.3304,0.3161,0.2429,2.595,val,0,T0429/Pcons_local_TS5
T0429,Pcons_multi_TS1,0.1659,0.1179,0.0679,16.575,val,0,T0429/Pcons_multi_TS1
